# Columns prefixed with "BT_" are base time keywords.
# Columns prefixed with "TO_" are time offset keywords.

Culture,BT_Now,BT_CurrentSecond,BT_CurrentMinute,BT_CurrentHour,BT_CurrentDay,BT_CurrentWeek,BT_CurrentMonth,BT_CurrentYear,TO_Milliseconds,TO_Seconds,TO_Minutes,TO_Hours,TO_Days,TO_Weeks,TO_Months,TO_Years
en,NOW,SECOND,MINUTE,HOUR,DAY,WEEK,MONTH,YEAR,MS,S,M,H,D,W,MO,Y
